City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
224,Itarema,-2.9248,-39.9167,77.23,89,61,10.02,BR,broken clouds
225,Iskateley,67.6803,53.1512,14.38,93,60,10.04,RU,broken clouds
226,Muros,42.7762,-9.0603,52.0,67,0,1.99,ES,clear sky
227,Prainha,-1.8,-53.48,74.08,96,59,3.18,BR,broken clouds
228,Troy,42.6056,-83.1499,57.2,33,1,4.61,US,clear sky
229,Juegang,32.3174,121.1855,57.0,50,6,1.99,CN,clear sky
230,Okha,53.5739,142.9478,21.88,66,5,11.27,RU,clear sky
231,Touros,-5.1989,-35.4608,77.0,88,20,6.91,BR,few clouds
232,Alice Springs,-23.7,133.8833,78.8,34,0,8.05,AU,clear sky
233,Furstenwalde,52.3667,14.0667,37.99,78,98,7.0,DE,overcast clouds
234,Batagay-Alyta,67.8006,130.4114,-5.89,83,100,5.1,RU,overcast clouds
235,Hamilton,39.1834,-84.5333,63.0,51,1,3.44,US,clear sky
236,Zambezi,-13.5432,23.1047,60.66,74,17,5.86,ZM,few clouds
237,Mikhaylovka,50.06,43.2379,37.38,76,100,2.04,RU,overcast clouds
238,Yerbogachen,61.2767,108.0108,3.87,80,33,2.95,RU,scattered clouds
239,Ossora,59.2353,163.0719,21.7,85,100,18.81,RU,overcast clouds
240,Chuy,-33.6971,-53.4616,67.5,88,0,9.84,UY,clear sky
241,Sechura,-5.5569,-80.8222,75.81,65,67,13.89,PE,broken clouds
242,Nago,26.5881,127.9761,71.6,56,20,18.41,JP,few clouds
243,Kassala,15.451,36.4,73.69,46,2,7.81,SD,clear sky
244,Savinskiy,62.9342,40.1361,33.4,96,100,10.04,RU,overcast clouds
245,Mackenzie,55.2999,-123.1698,44.6,36,1,9.22,CA,clear sky
246,Banisor,47.1167,22.85,32.0,86,0,5.75,RO,light snow
247,Singkang,2.1006,102.7994,82.4,83,20,3.44,MY,few clouds
248,Srednekolymsk,67.45,153.6833,11.71,78,32,11.12,RU,scattered clouds
249,Salalah,17.0151,54.0924,77.0,73,0,2.3,OM,clear sky
250,Fairbanks,64.8378,-147.7164,30.99,69,75,17.27,US,light snow
251,Morro Bay,35.3658,-120.8499,57.99,84,100,8.99,US,overcast clouds
252,Hithadhoo,-0.6,73.0833,82.89,75,31,16.13,MV,scattered clouds
253,At-Bashi,41.1702,75.8106,32.94,83,100,2.08,KG,overcast clouds
254,Kalininsk,51.5,44.4758,32.86,87,57,4.38,RU,broken clouds
255,Newport,51.5877,-2.9984,48.0,81,99,1.01,GB,overcast clouds
256,Nuuk,64.1835,-51.7216,35.01,93,100,47.0,GL,snow
257,Sistranda,63.7256,8.834,32.0,100,75,12.66,NO,light rain
258,Olafsvik,64.8945,-23.7142,20.01,52,100,8.93,IS,overcast clouds
259,Kemijarvi,66.7131,27.4306,33.46,97,100,9.1,FI,light snow
260,Pisco,-13.7,-76.2167,73.4,83,0,3.44,PE,clear sky
261,Yellowknife,62.456,-114.3525,24.01,46,75,4.61,CA,broken clouds
262,Sao Filipe,14.8961,-24.4956,73.6,70,0,5.93,CV,clear sky
263,Acapulco,16.8634,-99.8901,82.4,74,40,5.75,MX,scattered clouds
264,Namibe,-15.1961,12.1522,79.48,79,33,7.45,AO,scattered clouds
265,Sahuaripa,29.05,-109.2333,81.59,9,0,3.22,MX,clear sky
266,Chimbote,-9.0853,-78.5783,71.78,77,15,4.41,PE,few clouds
267,Esperance,-33.8667,121.9,66.2,77,39,11.5,AU,scattered clouds
268,Sayville,40.7359,-73.0821,51.8,40,1,4.61,US,clear sky
269,Zyryanka,65.75,150.85,10.18,82,85,12.77,RU,overcast clouds
270,Olonets,60.9847,32.9698,33.78,88,88,14.0,RU,overcast clouds
271,Kirakira,-10.4544,161.9205,84.25,78,99,6.08,SB,overcast clouds
272,Pangody,65.85,74.4859,32.27,98,100,11.56,RU,overcast clouds
273,Kimbe,-5.5502,150.1429,83.75,74,98,1.21,PG,overcast clouds
274,Iralaya,15.0,-83.2333,75.2,94,90,8.05,HN,overcast clouds
275,Tashara,55.5195,83.5094,30.99,58,100,6.85,RU,overcast clouds
276,Birao,10.2849,22.7882,74.37,16,8,6.4,CF,clear sky
277,Jalingo,8.8833,11.3667,81.84,16,23,2.26,NG,few clouds
278,Orsha,54.5153,30.4053,31.6,75,80,10.36,BY,broken clouds
279,Vysokogornyy,50.1167,139.15,33.93,55,17,4.14,RU,few clouds
280,Codrington,-38.2667,141.9667,64.26,51,4,10.65,AU,clear sky
281,Mantua,45.1667,10.7833,41.0,70,0,5.75,IT,clear sky
282,Kieta,-6.2167,155.6333,84.22,75,100,2.21,PG,moderate rain
283,Saint-Joseph,-21.3667,55.6167,77.0,69,0,5.75,RE,clear sky
284,Bilibino,68.0546,166.4372,3.47,72,54,1.95,RU,broken clouds
285,Panacan,9.2463,118.4082,86.0,62,20,6.91,PH,few clouds
286,Berlevag,70.8578,29.0864,34.54,84,100,9.98,NO,overcast clouds
287,Santa Ana,33.7456,-117.8678,72.0,52,20,6.91,US,few clouds
288,Macusani,-14.0833,-70.4333,37.06,88,93,5.35,PE,overcast clouds
289,Rocha,-34.4833,-54.3333,63.03,97,6,6.42,UY,clear sky
290,Bowen,-20.0167,148.2333,77.0,83,90,4.61,AU,light rain
291,Ostrovnoy,68.0531,39.5131,33.57,88,100,19.04,RU,overcast clouds
292,Nemuro,43.3236,145.575,37.4,56,75,9.22,JP,broken clouds
293,Biltine,14.5333,20.9167,79.18,11,10,14.38,TD,clear sky
294,Niort,46.3333,-0.3333,39.99,79,6,4.36,FR,clear sky
295,Floro,61.5996,5.0328,26.6,93,90,19.57,NO,heavy snow
296,Grand Gaube,-20.0064,57.6608,80.01,77,14,5.01,MU,few clouds
297,Bubaque,11.2833,-15.8333,75.6,73,99,10.54,GW,overcast clouds
298,Longyearbyen,78.2186,15.6401,21.2,73,75,26.46,SJ,broken clouds
299,Khorramshahr,30.4397,48.1664,64.4,48,0,9.22,IR,clear sky
300,Cockburn Town,21.4612,-71.1419,73.87,72,100,24.96,TC,overcast clouds
301,Kahului,20.8947,-156.47,73.4,88,40,21.85,US,light rain
302,Moussoro,13.6408,16.4901,78.67,11,31,13.94,TD,scattered clouds
303,Bengkulu,-3.8004,102.2655,79.27,76,100,7.9,ID,overcast clouds
304,Gat,31.61,34.7642,53.01,87,0,2.3,IL,clear sky
305,Roald,62.5833,6.1333,32.0,93,75,16.11,NO,light snow
306,Leningradskiy,69.3833,178.4167,7.03,82,100,2.17,RU,overcast clouds
307,Maldonado,-34.6667,-54.9167,68.0,94,0,13.8,UY,clear sky
308,San Pedro,14.35,121.0167,82.0,78,75,9.22,PH,broken clouds
309,Iqaluit,63.7506,-68.5145,10.4,79,90,11.5,CA,light snow
310,Lebu,-37.6167,-73.65,53.49,92,99,11.74,CL,overcast clouds
311,Palmer,42.1584,-72.3287,45.0,52,20,5.75,US,few clouds
312,Tariba,7.8188,-72.2243,78.8,94,75,2.3,VE,broken clouds
313,Pimentel,-6.8367,-79.9342,75.2,64,0,10.36,PE,clear sky
314,Ahipara,-35.1667,173.1667,68.81,62,100,5.88,NZ,overcast clouds
315,Flin Flon,54.7682,-101.865,32.23,94,100,16.46,CA,light snow
316,Byron Bay,-28.65,153.6167,71.6,94,75,10.36,AU,broken clouds
317,Gorom-Gorom,14.4439,-0.2361,81.84,7,0,7.85,BF,clear sky
318,Sebinkarahisar,40.2883,38.4236,42.49,70,99,4.47,TR,overcast clouds
319,Ust-Kut,56.7938,105.7672,30.38,86,100,2.55,RU,overcast clouds
320,Ayagoz,47.9714,80.4392,44.67,35,32,7.83,KZ,scattered clouds
321,Matagami,49.7502,-77.6328,32.0,80,1,5.75,CA,clear sky
322,Gboko,7.3179,8.9951,80.6,70,29,14.41,NG,scattered clouds
323,Balaguer,41.7912,0.8109,48.0,93,0,2.3,ES,clear sky
324,Kuressaare,58.2481,22.5039,42.01,93,90,19.57,EE,light rain
325,Saint George,37.1041,-113.5841,82.99,6,1,13.8,US,clear sky
326,Bukama,-9.2,25.85,68.31,92,98,2.08,CD,overcast clouds
327,Hofn,64.2539,-15.2082,18.41,58,1,23.11,IS,clear sky
328,Ucluelet,48.9329,-125.5528,50.0,66,1,17.27,CA,clear sky
329,Alofi,-19.0595,-169.9187,78.8,89,100,12.66,NU,light rain
330,Faanui,-16.4833,-151.75,82.2,75,17,13.69,PF,few clouds
331,Imbituba,-28.24,-48.6703,73.4,73,40,4.61,BR,scattered clouds
332,Kodinsk,58.6881,99.1844,31.51,93,100,4.41,RU,overcast clouds
333,Manbij,36.5281,37.9549,48.2,71,0,7.81,SY,clear sky
334,Geraldton,-28.7667,114.6,75.2,73,90,17.27,AU,overcast clouds
335,Lively,46.4334,-81.1498,48.2,27,1,6.91,CA,clear sky
336,Prince George,53.9166,-122.753,46.99,36,1,11.5,CA,clear sky
337,Celestun,20.8667,-90.4,74.53,67,6,18.3,MX,clear sky
338,Praia,14.9215,-23.5087,77.0,33,0,18.41,CV,clear sky
339,Adrar,20.5022,-10.0711,75.34,12,4,10.71,MR,clear sky
340,Nishihara,26.1842,127.7558,71.6,60,20,21.85,JP,few clouds
341,Biak,-0.9131,122.8766,85.91,62,100,1.39,ID,overcast clouds
342,Tessalit,20.1986,1.0114,79.14,7,47,11.18,ML,scattered clouds
343,Vieques,18.425,-65.8329,80.6,65,40,4.61,PR,scattered clouds
344,Hervey Bay,-25.2986,152.8535,75.99,96,100,5.99,AU,overcast clouds
345,Teya,60.3778,92.6267,33.46,88,100,8.05,RU,overcast clouds
346,Huilong,31.8111,121.655,59.0,48,3,1.01,CN,clear sky
347,Sao Desiderio,-12.3633,-44.9733,80.04,51,90,4.34,BR,overcast clouds
348,Buala,-8.145,159.5921,85.17,72,98,3.24,SB,light rain
349,Hovd,48.0056,91.6419,39.25,17,10,0.83,MN,clear sky
