City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
262,Magway,20.15,94.9167,70.65,70,38,3.09,MM,scattered clouds
263,Christchurch,-43.5333,172.6333,64.99,59,45,12.66,NZ,scattered clouds
264,Puerto Narino,-3.7703,-70.3831,80.6,89,75,3.44,CO,light rain
265,Severo-Kurilsk,50.6789,156.125,29.79,87,90,18.81,RU,light snow
266,Manturovo,58.3353,44.7619,33.67,89,77,9.55,RU,broken clouds
267,Bengkulu,-3.8004,102.2655,75.11,88,100,4.25,ID,moderate rain
268,Dejen,10.1667,38.1333,61.75,51,90,3.78,ET,overcast clouds
269,Dalbandin,28.8947,64.4101,69.33,13,96,9.24,PK,overcast clouds
270,Saquarema,-22.92,-42.5103,69.8,94,40,2.3,BR,scattered clouds
271,Jiblah,13.9216,44.1467,60.78,26,11,4.92,YE,few clouds
272,Aberdeen,57.1437,-2.0981,32.0,80,75,19.57,GB,light snow
273,Grindavik,63.8424,-22.4338,26.6,86,75,8.05,IS,broken clouds
274,Buala,-8.145,159.5921,84.42,74,83,5.59,SB,light rain
275,Hof,50.3167,11.9167,21.99,88,40,5.01,DE,scattered clouds
276,Ximei,24.9639,118.3794,64.4,39,75,8.95,CN,broken clouds
277,Slonim,53.0867,25.3219,36.32,87,100,9.37,BY,overcast clouds
278,Doha,25.2867,51.5333,69.8,52,0,6.91,QA,clear sky
279,Komsomolskiy,40.4272,71.7189,44.6,70,68,4.61,UZ,broken clouds
280,Bilma,18.6853,12.9164,77.83,7,0,5.1,NE,clear sky
281,Ahipara,-35.1667,173.1667,70.5,64,95,7.87,NZ,overcast clouds
282,Svetlyy Yar,48.4748,44.781,41.0,100,90,13.42,RU,moderate rain
283,Sumbe,-11.2061,13.8437,79.56,88,96,5.77,AO,overcast clouds
284,Zavodouspenskoye,56.8626,65.0155,35.6,80,20,15.66,RU,few clouds
285,Beloha,-25.1667,45.05,67.66,88,0,3.65,MG,clear sky
286,Mecca,21.4267,39.8261,76.84,56,0,1.61,SA,clear sky
287,Kununurra,-15.7667,128.7333,77.0,88,13,4.18,AU,few clouds
288,Czarnkow,52.9021,16.5641,35.01,80,90,12.66,PL,snow
289,Udachnyy,66.4167,112.4,-5.03,92,97,7.49,RU,overcast clouds
290,Cururupu,-1.8283,-44.8683,76.35,93,96,3.76,BR,overcast clouds
291,Souillac,-20.5167,57.5167,77.0,83,75,3.44,MU,broken clouds
292,Arkhara,49.4212,130.0842,36.46,66,26,8.77,RU,scattered clouds
293,Conde,-7.2597,-34.9075,77.0,94,20,4.61,BR,few clouds
294,Puerto Ayacucho,5.6639,-67.6236,76.87,86,99,5.46,VE,overcast clouds
295,Pokhara,28.2333,83.9833,64.45,13,0,7.85,NP,clear sky
296,Diamantino,-14.4086,-56.4461,73.96,93,95,1.99,BR,overcast clouds
297,San Luis,-33.295,-66.3356,69.69,62,94,5.64,AR,overcast clouds
298,Talnakh,69.4865,88.3972,24.31,96,100,8.72,RU,snow
299,Dera Bugti,29.0307,69.151,78.12,24,95,8.43,PK,overcast clouds
300,Torbay,47.6666,-52.7314,41.0,100,90,6.91,CA,moderate rain
301,Ilulissat,69.2167,-51.1,15.8,79,75,3.44,GL,light snow
302,Malaya Purga,56.5567,53.0043,32.0,84,92,2.19,RU,light snow
303,Saint-Georges,12.0564,-61.7485,80.6,78,20,11.5,GD,few clouds
304,Ponta Do Sol,32.6667,-17.1,57.99,65,82,3.0,PT,broken clouds
