City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,Durazno,-4.9408,122.5276,77.67,88,100,3.8,ID,2021-04-03 15:29:46
306,Durazno,39.1502,-123.2078,46.4,76,90,0.63,US,2021-04-03 15:29:47
307,Durazno,-33.0117,17.9442,77.0,41,33,12.66,ZA,2021-04-03 15:29:47
308,Durazno,38.7992,-9.4469,63.0,72,20,14.97,PT,2021-04-03 15:29:47
309,Durazno,-22.0016,148.0466,67.46,86,40,16.33,AU,2021-04-03 15:29:48
310,Durazno,42.2089,12.7292,63.0,59,95,5.01,IT,2021-04-03 15:29:48
311,Durazno,18.0858,-15.9785,107.6,8,9,14.97,MR,2021-04-03 15:25:29
312,Durazno,-15.7167,46.3167,87.8,70,20,4.34,MG,2021-04-03 15:29:49
313,Durazno,39.7767,30.5206,51.8,76,75,9.22,TR,2021-04-03 15:29:49
314,Durazno,40.6995,-99.0815,60.8,47,1,6.8,US,2021-04-03 15:29:50
315,Durazno,1.3292,172.9752,80.6,83,20,11.5,KI,2021-04-03 15:29:50
316,Durazno,54.6012,86.2459,30.74,89,100,9.84,RU,2021-04-03 15:29:50
317,Durazno,61.1417,45.9144,30.92,88,59,1.97,RU,2021-04-03 15:29:51
318,Durazno,-2.6741,141.3028,77.58,88,100,6.51,PG,2021-04-03 15:29:51
319,Durazno,-8.8978,-35.1478,84.74,63,13,9.1,BR,2021-04-03 15:29:52
320,Durazno,60.1432,-45.2371,36.61,99,100,3.42,GL,2021-04-03 15:24:53
321,Durazno,33.6076,-88.6503,53.6,43,1,6.91,US,2021-04-03 15:27:48
322,Durazno,27.7253,-82.7412,66.0,59,1,18.41,US,2021-04-03 15:29:52
323,Durazno,-0.9,-89.6,80.6,83,20,9.22,EC,2021-04-03 15:29:53
324,Durazno,41.8167,140.65,46.36,94,100,4.45,JP,2021-04-03 15:29:53
325,Durazno,-45.8742,170.5036,57.29,48,99,8.59,NZ,2021-04-03 15:25:41
326,Durazno,7.9986,124.2928,68.83,95,95,0.94,PH,2021-04-03 15:29:54
327,Durazno,20.7833,86.7667,80.62,78,39,6.8,IN,2021-04-03 15:29:54
328,Durazno,-31.6333,-60.7,82.0,53,53,1.99,AR,2021-04-03 15:29:55
329,Durazno,-20.3428,57.7575,81.0,83,75,6.91,MU,2021-04-03 15:29:55
330,Durazno,29.85,80.5333,56.62,15,20,8.88,IN,2021-04-03 15:25:44
331,Durazno,-34.0033,24.7314,72.0,62,28,8.01,ZA,2021-04-03 15:29:56
332,Durazno,40.81,114.8794,42.89,23,2,6.26,CN,2021-04-03 15:29:56
333,Durazno,34.6959,44.9661,65.3,35,25,8.25,IQ,2021-04-03 15:29:57
334,Durazno,2.8197,-60.6733,89.6,45,40,20.71,BR,2021-04-03 15:29:57
335,Durazno,-20.3297,-40.2925,82.4,65,40,13.8,BR,2021-04-03 15:27:20
336,Durazno,36.8167,117.8167,43.52,38,79,1.59,CN,2021-04-03 15:29:58
337,Durazno,62.0989,126.6992,-20.04,100,64,1.95,RU,2021-04-03 15:29:58
338,Durazno,6.4965,2.6036,89.6,70,40,11.5,BJ,2021-04-03 15:29:58
339,Durazno,-0.9492,100.3543,75.2,83,75,6.91,ID,2021-04-03 15:29:59
340,Durazno,50.7214,136.6319,25.2,55,23,17.83,RU,2021-04-03 15:30:00
341,Durazno,65.7,82.4667,25.9,95,100,4.03,RU,2021-04-03 15:30:00
342,Durazno,45.4612,8.0137,66.99,47,61,7.0,IT,2021-04-03 15:30:01
343,Durazno,7.7669,-72.225,87.8,45,40,21.85,VE,2021-04-03 15:30:01
344,Durazno,43.6125,122.2653,38.23,22,64,0.31,CN,2021-04-03 15:30:01
345,Durazno,44.5086,50.263,45.57,77,11,6.4,KZ,2021-04-03 15:30:02
346,Durazno,22.6783,-3.9836,102.92,5,85,11.63,ML,2021-04-03 15:30:02
347,Durazno,55.2421,43.097,33.82,76,100,8.25,RU,2021-04-03 15:30:03
348,Durazno,-34.5833,150.8552,64.0,86,10,1.01,AU,2021-04-03 15:30:03
349,Durazno,66.8333,70.8333,21.49,97,87,8.99,RU,2021-04-03 15:30:04
350,Durazno,-21.05,31.6667,81.79,43,20,9.08,ZW,2021-04-03 15:30:04
351,Durazno,-30.3833,153.1,64.4,88,75,3.44,AU,2021-04-03 15:30:05
352,Durazno,36.3487,-82.2107,46.4,31,1,4.61,US,2021-04-03 15:30:05
353,Durazno,36.0986,120.3719,46.4,42,0,13.42,CN,2021-04-03 15:30:06
354,Durazno,-21.15,149.2,71.6,94,90,11.5,AU,2021-04-03 15:30:06
355,Durazno,-44.7,169.15,43.72,80,0,9.37,NZ,2021-04-03 15:30:06
356,Durazno,2.1837,-73.7849,79.27,79,94,2.68,CO,2021-04-03 15:30:07
357,Durazno,-10.4056,-36.4344,85.68,60,4,9.86,BR,2021-04-03 15:30:07
358,Durazno,46.5927,-112.0361,46.99,52,1,3.44,US,2021-04-03 15:30:08
359,Durazno,60.4667,166.1,-10.89,99,30,5.55,RU,2021-04-03 15:30:08
360,Durazno,39.6367,141.9525,49.84,87,35,7.52,JP,2021-04-03 15:28:06
361,Durazno,-25.2986,152.8535,71.01,92,100,4.0,AU,2021-04-03 15:30:09
362,Durazno,36.1501,-86.2833,52.0,32,1,8.05,US,2021-04-03 15:30:09
363,Durazno,-26.9337,29.2415,80.01,38,4,5.01,ZA,2021-04-03 15:30:10
364,Durazno,-20.3167,118.5667,77.0,73,39,5.75,AU,2021-04-03 15:30:10
365,Durazno,54.7804,-127.1743,32.0,80,75,4.61,CA,2021-04-03 15:27:08
366,Durazno,-15.4311,-74.6158,81.95,54,76,10.22,PE,2021-04-03 15:30:11
367,Durazno,37.1666,-119.8343,62.01,48,0,1.01,US,2021-04-03 15:30:11
368,Durazno,23.4833,80.1167,84.07,7,0,5.37,IN,2021-04-03 15:30:12
369,Durazno,64.0049,-22.5624,42.8,87,90,33.38,IS,2021-04-03 15:30:12
370,Durazno,-15.1022,-44.0919,88.5,45,100,4.47,BR,2021-04-03 15:30:13
371,Durazno,18.4167,-64.6167,82.4,65,40,13.8,VG,2021-04-03 15:30:13
372,Durazno,18.7369,7.3853,92.64,4,2,9.62,NE,2021-04-03 15:30:14
373,Durazno,-23.865,35.3833,82.4,57,40,5.75,MZ,2021-04-03 15:30:14
374,Durazno,58.5169,-117.136,17.6,73,40,8.05,CA,2021-04-03 15:30:14
375,Durazno,49.6501,-108.4181,44.6,39,99,8.05,CA,2021-04-03 15:30:15
376,Durazno,-15.1961,12.1522,87.8,66,40,9.22,AO,2021-04-03 15:30:15
377,Durazno,69.5763,20.2189,37.4,87,75,26.46,NO,2021-04-03 15:30:16
378,Durazno,8.3018,30.1418,97.18,14,47,5.5,SS,2021-04-03 15:30:16
379,Durazno,34.37,73.4711,60.44,40,59,6.44,PK,2021-04-03 15:30:17
380,Durazno,-25.0519,33.6442,75.88,72,67,15.21,MZ,2021-04-03 15:30:17
381,Durazno,31.3347,-109.9483,70.0,24,0,1.99,MX,2021-04-03 15:30:17
382,Durazno,6.3654,2.4183,89.6,70,40,11.5,BJ,2021-04-03 15:30:19
383,Durazno,37.4833,141.0,55.99,81,0,9.98,JP,2021-04-03 15:30:19
384,Durazno,-17.4681,-41.8753,74.14,86,98,3.58,BR,2021-04-03 15:30:20
385,Durazno,17.6667,82.6167,80.28,78,16,6.31,IN,2021-04-03 15:30:20
386,Durazno,-17.7125,-39.2481,81.82,69,64,7.96,BR,2021-04-03 15:30:21
387,Durazno,-17.3019,31.3306,77.0,29,4,8.99,ZW,2021-04-03 15:30:22
388,Durazno,65.441,52.1498,23.63,95,100,2.08,RU,2021-04-03 15:30:22
389,Durazno,-36.2333,149.1333,44.6,93,0,2.19,AU,2021-04-03 15:30:22
390,Durazno,5.3998,26.4869,87.62,27,99,3.69,CF,2021-04-03 15:30:23
391,Durazno,20.5022,-10.0711,101.16,4,80,11.52,MR,2021-04-03 15:25:28
392,Durazno,17.0151,54.0924,84.2,74,0,9.22,OM,2021-04-03 15:26:14
393,Durazno,23.1935,116.6142,75.2,83,39,4.47,CN,2021-04-03 15:30:24
394,Durazno,2.0167,112.9333,73.56,94,100,0.76,MY,2021-04-03 15:30:24
395,Durazno,4.75,-55.1667,82.81,71,71,2.84,SR,2021-04-03 15:30:25
396,Durazno,25.5198,90.2201,75.0,15,0,3.02,IN,2021-04-03 15:30:25
397,Durazno,-29.9078,-71.2542,62.6,77,20,3.44,CL,2021-04-03 15:30:26
398,Durazno,20.8947,-156.47,68.0,100,40,5.75,US,2021-04-03 15:30:26
399,Durazno,26.4333,-99.15,73.0,64,90,11.5,MX,2021-04-03 15:30:26
400,Durazno,37.9795,23.7162,66.99,52,0,9.22,GR,2021-04-03 15:29:23
401,Durazno,36.365,6.6147,68.0,40,40,17.27,DZ,2021-04-03 15:30:27
402,Durazno,38.7296,-120.7986,57.2,33,1,6.91,US,2021-04-03 15:30:28
403,Durazno,-2.9167,104.7458,75.63,94,61,2.84,ID,2021-04-03 15:30:28
404,Durazno,-18.7667,46.0333,69.35,67,4,2.66,MG,2021-04-03 15:30:29
405,Durazno,20.4487,121.9702,78.78,80,14,11.95,PH,2021-04-03 15:30:29
406,Durazno,61.67,96.37,24.85,98,100,1.36,RU,2021-04-03 15:30:29
407,Durazno,-14.4086,-56.4461,86.65,57,100,4.03,BR,2021-04-03 15:27:07
408,Durazno,28.2211,61.2158,79.11,16,0,11.45,IR,2021-04-03 15:30:30
409,Durazno,38.8876,-76.5119,46.0,36,1,10.36,US,2021-04-03 15:30:30
410,Durazno,70.3705,31.1107,33.39,79,100,20.38,NO,2021-04-03 15:30:31
411,Durazno,52.9273,78.58,17.85,93,46,4.56,RU,2021-04-03 15:30:31
412,Durazno,-22.8167,47.2833,65.75,93,2,1.97,MG,2021-04-03 15:30:32
413,Durazno,34.7039,116.5872,41.27,51,27,7.11,CN,2021-04-03 15:30:32
414,Durazno,63.0128,112.4714,-19.55,100,52,3.74,RU,2021-04-03 15:30:32
415,Durazno,69.1989,33.4478,37.4,52,0,4.47,RU,2021-04-03 15:30:33
416,Durazno,53.9253,-3.0109,59.0,66,20,12.66,GB,2021-04-03 15:30:33
417,Durazno,40.1333,63.45,66.0,40,17,8.08,UZ,2021-04-03 15:30:34
418,Durazno,-41.8697,-73.8203,57.2,62,0,3.44,CL,2021-04-03 15:26:25
419,Durazno,28.0206,-97.0544,71.6,60,1,13.8,US,2021-04-03 15:30:34
420,Durazno,-12.2333,136.7667,77.0,88,100,5.75,AU,2021-04-03 15:30:35
421,Durazno,32.6667,-17.1,63.0,61,67,5.01,PT,2021-04-03 15:30:35
422,Durazno,4.1363,96.1285,77.29,85,100,2.42,ID,2021-04-03 15:30:36
423,Durazno,68.0531,39.5131,22.82,91,30,7.87,RU,2021-04-03 15:26:13
424,Durazno,64.5011,-165.4064,17.6,79,90,4.76,US,2021-04-03 15:30:36
425,Durazno,33.0728,107.0303,49.77,90,100,3.31,CN,2021-04-03 15:30:37
426,Durazno,-10.4544,161.9205,79.83,86,100,6.89,SB,2021-04-03 15:30:37
427,Durazno,17.15,-95.0667,75.85,59,56,12.77,MX,2021-04-03 15:30:38
428,Durazno,42.1584,-72.3287,43.0,24,1,8.05,US,2021-04-03 15:28:19
429,Durazno,4.8699,-2.2405,83.89,72,62,9.86,GH,2021-04-03 15:30:38
430,Durazno,-31.4241,-64.4978,75.2,46,0,16.11,AR,2021-04-03 15:30:39
431,Durazno,23.55,86.6667,90.0,34,1,5.84,IN,2021-04-03 15:30:39
432,Durazno,39.0286,121.695,48.2,25,0,8.95,CN,2021-04-03 15:30:40
433,Durazno,40.2833,97.2,45.84,56,100,13.87,CN,2021-04-03 15:30:40
434,Durazno,55.1956,80.2811,21.83,94,35,8.08,RU,2021-04-03 15:30:41
435,Durazno,50.0969,128.0489,26.6,36,0,4.47,RU,2021-04-03 15:30:41
436,Durazno,40.5917,36.9517,54.21,66,87,2.48,TR,2021-04-03 15:30:41
437,Durazno,28.6585,-17.9182,69.8,60,75,11.5,ES,2021-04-03 15:30:42
438,Durazno,51.1801,71.446,33.8,80,0,13.42,KZ,2021-04-03 15:30:42
439,Durazno,46.6333,24.2167,45.0,81,40,4.61,RO,2021-04-03 15:30:43
440,Durazno,-31.2503,-61.4867,78.01,41,86,5.99,AR,2021-04-03 15:30:43
441,Durazno,58.6881,99.1844,30.25,96,100,7.92,RU,2021-04-03 15:30:44
442,Durazno,44.9167,27.0,48.24,75,100,10.22,RO,2021-04-03 15:30:44
443,Durazno,5.1801,97.1507,82.24,81,100,11.79,ID,2021-04-03 15:27:21
444,Durazno,-15.0333,-73.7833,60.1,59,96,8.28,PE,2021-04-03 15:30:45
445,Durazno,-34.6667,-54.9167,77.0,57,75,9.22,UY,2021-04-03 15:30:45
446,Durazno,64.5401,40.5433,35.6,60,20,4.47,RU,2021-04-03 15:30:46
447,Durazno,-18.0607,13.84,83.62,35,23,12.73,NA,2021-04-03 15:30:46
448,Durazno,-16.8392,36.9856,73.47,92,73,5.3,MZ,2021-04-03 15:30:47
449,Durazno,-31.4135,-64.1811,75.2,46,0,16.11,AR,2021-04-03 15:26:30
450,Durazno,-30.1811,-50.2056,75.33,66,1,12.08,BR,2021-04-03 15:30:47
451,Durazno,51.3813,1.3862,48.99,59,83,8.01,GB,2021-04-03 15:30:48
452,Durazno,-16.1667,49.7667,75.56,90,77,4.7,MG,2021-04-03 15:30:48
453,Durazno,9.4942,50.8122,80.47,73,23,9.57,SO,2021-04-03 15:30:49
454,Durazno,-20.2833,44.2833,79.92,73,5,8.23,MG,2021-04-03 15:30:49
455,Durazno,5.9527,10.1582,84.54,24,90,1.21,CM,2021-04-03 15:30:49
456,Durazno,2.05,99.75,73.76,95,99,3.0,ID,2021-04-03 15:30:50
457,Durazno,35.9306,36.6339,62.6,67,40,10.36,SY,2021-04-03 15:30:50
458,Durazno,30.4833,-115.95,63.1,72,0,9.19,MX,2021-04-03 15:30:51
459,Durazno,-8.19,114.9675,80.6,89,20,1.14,ID,2021-04-03 15:30:51
460,Durazno,-45.8667,-67.5,64.4,48,0,11.5,AR,2021-04-03 15:30:51
461,Durazno,32.6881,128.8419,64.9,94,100,18.99,JP,2021-04-03 15:30:52
462,Durazno,8.7341,76.7067,86.0,66,20,9.22,IN,2021-04-03 15:30:52
463,Durazno,35.2378,-106.6067,62.01,33,4,5.99,US,2021-04-03 15:30:53
464,Durazno,15.2833,-23.7667,86.0,32,0,17.27,CV,2021-04-03 15:30:53
465,Durazno,-6.1349,12.3689,84.2,84,40,6.91,AO,2021-04-03 15:30:54
466,Durazno,41.2647,125.3667,36.25,49,97,6.58,CN,2021-04-03 15:30:54
467,Durazno,50.1,1.8333,48.99,62,15,14.99,FR,2021-04-03 15:30:54
468,Durazno,12.35,32.1833,97.66,12,30,16.08,SD,2021-04-03 15:30:55
469,Durazno,-19.9842,57.6142,81.0,76,3,3.0,MU,2021-04-03 15:30:55
470,Durazno,63.9061,38.1404,27.03,95,70,1.68,RU,2021-04-03 15:30:56
471,Durazno,-3.45,104.25,74.59,96,96,0.85,ID,2021-04-03 15:30:56
472,Durazno,-17.8,-63.1667,84.2,61,75,10.36,BO,2021-04-03 15:30:00
473,Durazno,18.4411,1.4078,93.97,4,1,10.85,ML,2021-04-03 15:30:57
474,Durazno,64.8989,45.7622,24.82,94,82,2.08,RU,2021-04-03 15:30:57
475,Durazno,36.0942,28.0157,64.4,68,40,2.3,GR,2021-04-03 15:30:58
476,Durazno,28.1227,-16.726,73.4,49,40,23.02,ES,2021-04-03 15:27:05
477,Durazno,-45.5752,-72.0662,59.0,51,40,2.3,CL,2021-04-03 15:30:58
478,Durazno,-21.3393,55.4781,82.4,78,20,3.44,RE,2021-04-03 15:30:59
479,Durazno,69.2167,-51.1,-2.96,74,15,2.24,GL,2021-04-03 15:30:59
480,Durazno,-3.2997,-60.6206,87.8,70,75,6.91,BR,2021-04-03 15:31:00
481,Durazno,-31.4333,152.9167,63.0,100,99,4.72,AU,2021-04-03 15:27:57
482,Durazno,38.7333,-27.0667,60.8,94,75,24.07,PT,2021-04-03 15:31:00
483,Durazno,54.0524,-128.6534,33.01,96,100,3.24,CA,2021-04-03 15:31:01
484,Durazno,56.0013,55.9213,33.37,99,100,3.22,RU,2021-04-03 15:31:01
485,Durazno,45.7453,-87.0646,46.0,56,1,8.05,US,2021-04-03 15:31:02
486,Durazno,45.6297,41.4023,51.19,64,100,16.15,RU,2021-04-03 15:31:02
487,Durazno,-30.0319,-70.7081,62.6,77,20,3.44,CL,2021-04-03 15:31:03
488,Durazno,-25.1667,45.05,74.79,72,0,7.9,MG,2021-04-03 15:31:03
489,Durazno,60.3964,-1.353,46.4,87,75,20.71,GB,2021-04-03 15:31:04
490,Durazno,-31.95,141.4333,71.6,37,0,9.22,AU,2021-04-03 15:28:09
491,Durazno,3.5167,15.05,93.42,23,100,3.49,CM,2021-04-03 15:31:04
492,Durazno,10.2676,13.2644,96.08,8,15,11.81,NG,2021-04-03 15:31:05
493,Durazno,-8.8389,-69.2597,78.33,94,100,2.91,BR,2021-04-03 15:31:05
494,Durazno,20.5169,-13.0499,103.1,8,68,10.58,MR,2021-04-03 15:31:05
495,Durazno,11.0297,20.2827,100.67,9,86,5.19,TD,2021-04-03 15:31:06
496,Durazno,-20.0064,57.6608,81.0,76,3,3.0,MU,2021-04-03 15:31:06
497,Durazno,-32.25,148.6167,60.8,82,100,6.91,AU,2021-04-03 15:31:07
498,Durazno,69.4058,86.1778,-19.97,93,12,4.7,RU,2021-04-03 15:31:07
499,Durazno,51.6668,-105.4679,41.0,45,81,9.22,CA,2021-04-03 15:31:07
500,Durazno,14.8872,120.8572,84.0,74,20,4.61,PH,2021-04-03 15:31:08
501,Durazno,67.667,12.6934,40.69,83,100,23.89,NO,2021-04-03 15:31:08
502,Durazno,18.8003,110.3967,76.95,94,54,5.46,CN,2021-04-03 15:26:21
503,Durazno,56.8,124.8,-11.04,99,54,2.75,RU,2021-04-03 15:31:09
504,Durazno,7.7029,27.9953,95.5,14,61,4.18,SS,2021-04-03 15:31:09
505,Durazno,13.2167,80.3167,84.2,79,20,5.75,IN,2021-04-03 15:31:10
506,Durazno,21.3069,-157.8583,71.6,68,20,3.44,US,2021-04-03 15:31:10
507,Durazno,49.229,41.8306,48.63,83,100,13.51,RU,2021-04-03 15:31:11
508,Durazno,38.5167,-28.7,62.6,94,75,25.32,PT,2021-04-03 15:31:11
509,Durazno,51.3513,48.2766,40.78,86,57,8.77,RU,2021-04-03 15:31:11
510,Durazno,28.1461,-82.7568,66.0,48,1,11.5,US,2021-04-03 15:31:12
511,Durazno,51.5877,-2.9984,54.0,56,5,7.0,GB,2021-04-03 15:29:47
512,Durazno,19.75,10.25,86.72,6,36,11.36,NE,2021-04-03 15:31:12
513,Durazno,55.2567,47.5461,32.9,98,100,9.28,RU,2021-04-03 15:31:13
514,Durazno,-28.4696,-65.7852,80.01,64,59,8.01,AR,2021-04-03 15:31:13
515,Durazno,54.1721,74.6946,13.66,95,9,6.58,RU,2021-04-03 15:31:14
516,Durazno,46.4333,26.4,39.99,64,100,3.4,RO,2021-04-03 15:31:14
517,Durazno,54.915,33.2972,37.42,79,82,3.94,RU,2021-04-03 15:31:14
518,Durazno,63.7256,8.834,42.8,81,75,31.07,NO,2021-04-03 15:31:15
519,Durazno,-10.0681,-78.1522,73.72,76,44,6.82,PE,2021-04-03 15:27:50
520,Durazno,28.1667,94.7667,61.83,81,50,3.27,IN,2021-04-03 15:31:16
521,Durazno,-5.5569,-80.8222,78.51,61,57,5.1,PE,2021-04-03 15:31:16
522,Durazno,43.2686,-7.5406,57.99,73,3,17.0,ES,2021-04-03 15:31:17
523,Durazno,-40.8135,-62.9967,73.51,49,100,14.76,AR,2021-04-03 15:26:58
524,Durazno,38.9342,100.4517,44.15,69,100,8.72,CN,2021-04-03 15:31:17
525,Durazno,-30.3364,-54.32,80.04,49,5,7.07,BR,2021-04-03 15:31:18
526,Durazno,5.5577,95.3222,80.38,76,79,11.81,ID,2021-04-03 15:31:18
527,Durazno,41.7597,86.1469,50.68,28,83,13.78,CN,2021-04-03 15:31:19
528,Durazno,12.1694,-83.0418,80.06,74,66,18.37,NI,2021-04-03 15:31:19
529,Durazno,36.6923,53.5526,55.4,76,75,6.91,IR,2021-04-03 15:31:19
530,Durazno,-19.3911,-40.0722,86.86,51,57,6.69,BR,2021-04-03 15:31:20
531,Durazno,-3.6837,39.8566,86.0,79,20,13.8,KE,2021-04-03 15:31:20
532,Durazno,33.7206,-116.2156,80.01,13,1,9.22,US,2021-04-03 15:31:21
533,Durazno,25.0213,37.2685,73.08,55,21,24.2,SA,2021-04-03 15:31:21
534,Durazno,47.4334,-72.7824,32.0,29,0,5.75,CA,2021-04-03 15:29:19
535,Durazno,54.8097,105.1578,30.94,97,100,4.59,RU,2021-04-03 15:31:22
536,Durazno,37.7799,-121.978,52.0,81,1,3.87,US,2021-04-03 15:31:22
537,Durazno,65.8167,87.9833,15.24,90,99,10.0,RU,2021-04-03 15:31:23
538,Durazno,14.2,24.6667,84.34,11,13,13.24,SD,2021-04-03 15:31:23
539,Durazno,47.875,-3.9225,55.4,58,0,19.57,FR,2021-04-03 15:28:04
540,Durazno,-6.9811,-34.8339,77.0,100,75,10.36,BR,2021-04-03 15:31:24
541,Durazno,-21.6924,165.677,73.4,94,90,2.3,NC,2021-04-03 15:31:24
542,Durazno,69.3,139.9,-14.04,100,100,1.74,RU,2021-04-03 15:31:24
543,Durazno,59.5833,151.2833,18.36,66,100,17.81,RU,2021-04-03 15:31:25
544,Durazno,-1.7,-77.9333,68.0,100,90,3.44,EC,2021-04-03 15:31:25
545,Durazno,-9.6608,20.3916,87.8,48,75,9.22,AO,2021-04-03 15:31:26
546,Durazno,42.2506,-75.833,39.99,40,1,6.91,US,2021-04-03 15:31:26
547,Durazno,0.6,-80.0333,82.4,94,75,3.44,EC,2021-04-03 15:31:27
548,Durazno,64.8945,-23.7142,41.09,93,100,29.46,IS,2021-04-03 15:31:27
549,Durazno,-32.7167,152.15,64.4,88,6,5.75,AU,2021-04-03 15:31:27
550,Durazno,-6.7988,111.4951,76.62,89,78,2.26,ID,2021-04-03 15:31:28
551,Durazno,49.1414,57.13,35.76,98,98,5.21,KZ,2021-04-03 15:31:28
552,Durazno,45.1667,10.7833,62.6,42,20,12.66,IT,2021-04-03 15:26:51
553,Durazno,-16.5167,-151.75,81.05,74,92,7.18,PF,2021-04-03 15:31:29
554,Durazno,40.2336,20.3517,51.01,95,17,5.99,AL,2021-04-03 15:31:29
555,Durazno,57.9747,33.2525,34.5,86,99,4.32,RU,2021-04-03 15:31:30
556,Durazno,4.4148,114.0089,78.8,94,40,3.44,MY,2021-04-03 15:31:30
557,Durazno,-26.6167,-54.1333,84.18,33,0,3.31,AR,2021-04-03 15:31:30
558,Durazno,-9.6658,-35.7353,86.0,66,75,8.05,BR,2021-04-03 15:31:31
559,Durazno,-30.3167,149.7833,64.4,63,18,8.05,AU,2021-04-03 15:31:31
560,Durazno,61.994,-49.6678,30.22,87,100,5.3,GL,2021-04-03 15:31:32
561,Durazno,40.1629,-8.3327,71.01,83,33,1.99,PT,2021-04-03 15:31:32
562,Durazno,-11.7022,43.2551,86.0,74,40,12.66,KM,2021-04-03 15:31:33
563,Durazno,66.53,66.6019,10.83,95,18,4.43,RU,2021-04-03 15:31:33
564,Durazno,64.2457,12.3778,39.43,97,99,19.3,NO,2021-04-03 15:31:33
565,Durazno,-33.4131,-56.5006,75.2,60,75,10.36,UY,2021-04-03 15:31:34
